1,간염,계속 피곤해서 아침에 일어나기 너무 힘들어요  
2,간염,얼굴이 노랗게 변해서 사람들 눈치가 보여요  
3,간염,밥맛이 없어서 요즘 거의 먹지를 못해요  
4,간염,자꾸 메스꺼워서 아무것도 할 수가 없어요  
5,간염,구토가 심해서 약도 못 먹겠어요  
6,간염,피로가 누적돼서 잠도 제대로 못 자요  
7,간염,눈 흰자위가 노래져서 거울 보기도 싫어요  
8,간염,먹는 게 힘들어서 체중이 계속 줄어요  
9,간염,갑자기 토할 것 같아서 외출하기가 두려워요  
10,간염,몸이 축 처져서 하루 종일 누워만 있어요  
11,간염,얼굴이 노래져서 사람들이 이상하게 쳐다봐요  
12,간염,입맛이 없어져서 식사 시간이 괴로워요  
13,간염,속이 울렁거려서 일상생활이 힘들어요  
14,간염,구역질 때문에 밖에 나가기 겁나요  
15,간염,피곤해서 하루 종일 아무것도 못해요  
16,간염,몸이 노래져서 거울 보기도 무서워요  
17,간염,식욕이 없어서 살이 많이 빠졌어요  
18,간염,구역질 때문에 잠도 제대로 못 자요  
19,간염,구토가 심해서 음식을 못 먹겠어요  
20,간염,늘 피곤해서 일어나기도 힘들어요  
21,간염,눈이 노래져서 밖에 나가기가 싫어요  
22,간염,먹고 싶은 게 없어서 하루 종일 굶어요  
23,간염,속이 안 좋아서 뭐든 먹으면 구역질 나요  
24,간염,토할 것 같아서 친구들 만나는 것도 피해요  
25,간염,온몸이 피곤해서 잠만 자고 싶어요  
26,간염,얼굴이 노랗게 변해서 사람들 앞에 나서기 싫어요  
27,간염,입맛이 떨어져서 하루 종일 아무것도 먹지 않아요  
28,간염,속이 메스꺼워서 일에 집중할 수가 없어요  
29,간염,자꾸 구역질이 나서 약도 못 먹어요  
30,간염,피곤해서 출근하는 것도 고역이에요  
31,간염,눈이 노래져서 사람들이 자꾸 물어봐요  
32,간염,먹는 게 힘들어서 체중이 줄고 있어요  
33,간염,갑자기 구토가 나서 약속을 취소했어요  
34,간염,몸이 너무 피곤해서 아무것도 못해요  
35,간염,얼굴이 노랗게 변해서 외출하기 싫어요  
36,간염,식욕이 없어져서 밥을 먹기 싫어요  
37,간염,속이 울렁거려서 뭐든 먹기가 힘들어요  
38,간염,구역질 때문에 잠을 잘 수가 없어요  
39,간염,토할 것 같아서 음식을 먹기가 두려워요  
40,간염,늘 피곤해서 하루 종일 누워만 있어요  
41,간염,눈이 노래져서 거울 보기도 싫어요  
42,간염,먹고 싶은 게 없어서 체중이 많이 줄었어요  
43,간염,속이 안 좋아서 밥을 못 먹겠어요  
44,간염,자꾸 구역질이 나서 친구 만나는 것도 겁나요  
45,간염,몸이 너무 피곤해서 아무것도 할 수 없어요  
46,간염,얼굴이 노랗게 변해서 사람들 앞에 나가기 싫어요  
47,간염,입맛이 떨어져서 요즘 거의 먹지를 못해요  
48,간염,속이 메스꺼워서 일을 할 수가 없어요  
49,간염,구역질 때문에 잠을 자기가 힘들어요  
50,간염,토할 것 같아서 밖에 나가기 두려워요  
51,간염,계속 피곤해서 하루 종일 잠만 자고 싶어요  
52,간염,눈이 노래져서 사람들이 자꾸 물어봐요  
53,간염,밥맛이 없어서 식사를 거의 안 해요  
54,간염,속이 울렁거려서 일에 집중할 수 없어요  
55,간염,구토가 심해서 약을 먹기가 힘들어요  
56,간염,피곤해서 하루 종일 아무것도 못해요  
57,간염,얼굴이 노랗게 변해서 외출이 두려워요  
58,간염,먹는 게 힘들어서 체중이 계속 줄고 있어요  
59,간염,자꾸 구역질이 나서 아무것도 못해요  
60,간염,몸이 너무 피곤해서 잠만 자고 싶어요  
61,간염,눈이 노래져서 사람들이 쳐다봐요  
62,간염,밥맛이 없어서 거의 먹지를 못해요  
63,간염,속이 울렁거려서 일을 할 수가 없어요  
64,간염,구역질 때문에 음식을 먹기가 힘들어요  
65,간염,토할 것 같아서 사람 만나는 것도 겁나요  
66,간염,늘 피곤해서 누워만 있고 싶어요  
67,간염,얼굴이 노랗게 변해서 사람들이 자꾸 물어봐요  
68,간염,식욕이 없어서 밥을 먹기 힘들어요  
69,간염,속이 메스꺼워서 하루 종일 힘들어요  
70,간염,구역질 때문에 잠도 못 자요  
71,간염,토할 것 같아서 약도 못 먹어요  
72,간염,피곤해서 하루 종일 누워만 있어요  
73,간염,눈이 노래져서 외출하기 싫어요  
74,간염,먹고 싶은 게 없어서 거의 먹지를 않아요  
75,간염,속이 안 좋아서 아무것도 먹을 수 없어요  
76,간염,구역질이 나서 일하기가 힘들어요  
77,간염,몸이 너무 피곤해서 아무것도 할 수 없어요  
78,간염,얼굴이 노랗게 변해서 외출이 두려워요  
79,간염,밥맛이 없어서 식사를 거의 하지 않아요  
80,간염,속이 울렁거려서 일에 집중할 수가 없어요  
81,간염,구토가 심해서 음식을 먹을 수 없어요  
82,간염,늘 피곤해서 아무것도 할 수 없어요  
83,간염,눈이 노래져서 거울 보는 게 무서워요  
84,간염,밥맛이 없어서 거의 먹지를 않아요  
85,간염,속이 메스꺼워서 일하기가 힘들어요  
86,간염,구역질 때문에 약을 먹기가 힘들어요  
87,간염,토할 것 같아서 외출하기가 겁나요  
88,간염,피곤해서 아무것도 할 수 없어요  
89,간염,눈이 노래져서 사람들이 자꾸 물어봐요  
90,간염,식욕이 없어져서 밥을 먹기 힘들어요  
91,간염,속이 울렁거려서 하루 종일 힘들어요  
92,간염,구역질 때문에 잠을 잘 수가 없어요  
93,간염,토할 것 같아서 아무것도 못 먹겠어요  
94,간염,계속 피곤해서 잠만 자고 싶어요  
95,간염,눈이 노래져서 사람들이 자꾸 물어봐요  
96,간염,밥맛이 없어서 거의 먹지를 않아요  
97,간염,속이 안 좋아서 일하기가 힘들어요  
98,간염,구역질 때문에 음식을 먹을 수가 없어요  
99,간염,토할 것 같아서 사람 만나는 게 두려워요  
100,간염,늘 피곤해서 하루 종일 누워만 있어요  