1,당뇨병,물을 많이 마셔도 목이 자꾸 말라요
2,당뇨병,목이 자주 마르고 갈증이 심해요
3,당뇨병,밥을 많이 먹어도 자꾸 배가 고파요
4,당뇨병,소변을 자주 보러 가요
5,당뇨병,자꾸 피곤해서 힘이 없어요
6,당뇨병,많이 먹어도 계속 배가 고파요
7,당뇨병,오줌이 자주 마려워요
8,당뇨병,물을 많이 마셔도 갈증이 해소되지 않아요
9,당뇨병,항상 피곤하고 무기력해요
10,당뇨병,소변을 자주 봐서 불편해요
11,당뇨병,목이 마르고 물을 많이 마셔요
12,당뇨병,밥을 많이 먹어도 배가 고파요
13,당뇨병,피로감이 심해서 하루 종일 누워만 있어요
14,당뇨병,소변이 자주 마려워서 잠을 설쳐요
15,당뇨병,물을 많이 마셔도 갈증이 나요
16,당뇨병,먹어도 먹어도 배가 고파요
17,당뇨병,항상 무기력하고 기운이 없어요
18,당뇨병,소변을 자주 봐서 생활이 불편해요
19,당뇨병,목이 자주 말라서 물을 자주 마셔요
20,당뇨병,많이 먹어도 자꾸 배가 고파서 먹게 돼요
21,당뇨병,자주 피곤하고 힘이 없어요
22,당뇨병,소변이 자주 마려워서 곤란해요
23,당뇨병,물을 많이 마셔도 계속 목이 말라요
24,당뇨병,밥을 먹어도 금방 배가 고파져요
25,당뇨병,항상 피곤하고 무력해요
26,당뇨병,소변을 자주 봐서 잠을 자기가 힘들어요
27,당뇨병,목이 자꾸 마르고 물을 자주 마셔요
28,당뇨병,많이 먹어도 금방 배가 고파요
29,당뇨병,자꾸 피로해서 아무것도 하기 싫어요
30,당뇨병,소변이 자주 마려워서 불편해요
31,당뇨병,물을 많이 마셔도 갈증이 해소되지 않아요
32,당뇨병,항상 배가 고프고 먹어도 배가 고파요
33,당뇨병,피로감이 심해서 일어나기 힘들어요
34,당뇨병,소변을 자주 봐서 잠을 자기가 힘들어요
35,당뇨병,목이 마르고 물을 많이 마셔도 갈증이 나요
36,당뇨병,많이 먹어도 자꾸 배가 고파서 힘들어요
37,당뇨병,자꾸 피곤하고 무기력해요
38,당뇨병,소변이 자주 마려워서 생활이 불편해요
39,당뇨병,물을 많이 마셔도 목이 자꾸 말라요
40,당뇨병,항상 배가 고프고 먹어도 금방 배가 고파져요
41,당뇨병,자주 피곤하고 힘이 없어요
42,당뇨병,소변을 자주 봐서 생활이 불편해요
43,당뇨병,목이 마르고 물을 많이 마셔요
44,당뇨병,밥을 많이 먹어도 배가 고파요
45,당뇨병,피로감이 심해서 하루 종일 누워만 있어요
46,당뇨병,소변이 자주 마려워서 잠을 설쳐요
47,당뇨병,물을 많이 마셔도 갈증이 나요
48,당뇨병,먹어도 먹어도 배가 고파요
49,당뇨병,항상 무기력하고 기운이 없어요
50,당뇨병,소변을 자주 봐서 생활이 불편해요
51,당뇨병,목이 자주 말라서 물을 자주 마셔요
52,당뇨병,많이 먹어도 자꾸 배가 고파요
53,당뇨병,자주 피곤하고 힘이 없어요
54,당뇨병,소변이 자주 마려워서 곤란해요
55,당뇨병,물을 많이 마셔도 계속 목이 말라요
56,당뇨병,밥을 먹어도 금방 배가 고파져요
57,당뇨병,항상 피곤하고 무력해요
58,당뇨병,소변을 자주 봐서 잠을 자기가 힘들어요
59,당뇨병,목이 자꾸 마르고 물을 자주 마셔요
60,당뇨병,많이 먹어도 금방 배가 고파요
61,당뇨병,자꾸 피로해서 아무것도 하기 싫어요
62,당뇨병,소변이 자주 마려워서 불편해요
63,당뇨병,물을 많이 마셔도 갈증이 해소되지 않아요
64,당뇨병,항상 배가 고프고 먹어도 배가 고파요
65,당뇨병,피로감이 심해서 일어나기 힘들어요
66,당뇨병,소변을 자주 봐서 잠을 자기가 힘들어요
67,당뇨병,목이 마르고 물을 많이 마셔도 갈증이 나요
68,당뇨병,많이 먹어도 자꾸 배가 고파요
69,당뇨병,자꾸 피곤하고 무기력해요
70,당뇨병,소변이 자주 마려워서 생활이 불편해요
71,당뇨병,물을 많이 마셔도 목이 자꾸 말라요
72,당뇨병,항상 배가 고프고 먹어도 금방 배가 고파져요
73,당뇨병,자주 피곤하고 힘이 없어요
74,당뇨병,소변을 자주 봐서 생활이 불편해요
75,당뇨병,목이 마르고 물을 많이 마셔요
76,당뇨병,밥을 많이 먹어도 배가 고파요
77,당뇨병,피로감이 심해서 하루 종일 누워만 있어요
78,당뇨병,소변이 자주 마려워서 잠을 설쳐요
79,당뇨병,물을 많이 마셔도 갈증이 나요
80,당뇨병,먹어도 먹어도 배가 고파요
81,당뇨병,항상 무기력하고 기운이 없어요
82,당뇨병,소변을 자주 봐서 생활이 불편해요
83,당뇨병,목이 자주 말라서 물을 자주 마셔요
84,당뇨병,많이 먹어도 자꾸 배가 고파요
85,당뇨병,자주 피곤하고 힘이 없어요
86,당뇨병,소변이 자주 마려워서 곤란해요
87,당뇨병,물을 많이 마셔도 계속 목이 말라요
88,당뇨병,밥을 먹어도 금방 배가 고파져요
89,당뇨병,항상 피곤하고 무력해요
90,당뇨병,소변을 자주 봐서 잠을 자기가 힘들어요
91,당뇨병,목이 자꾸 마르고 물을 자주 마셔요
92,당뇨병,많이 먹어도 금방 배가 고파요
93,당뇨병,자꾸 피로해서 아무것도 하기 싫어요
94,당뇨병,소변이 자주 마려워서 불편해요
95,당뇨병,물을 많이 마셔도 갈증이 해소되지 않아요
96,당뇨병,항상 배가 고프고 먹어도 배가 고파요
97,당뇨병,피로감이 심해서 일어나기 힘들어요
98,당뇨병,소변을 자주 봐서 잠을 자기가 힘들어요
99,당뇨병,목이 마르고 물을 많이 마셔도 갈증이 나요
100,당뇨병,많이 먹어도 자꾸 배가 고파서 힘들어요